date,dealer_id,zone,dealer_type,variant_id,promotion_flag,festive_flag,units_sold,booking_to_delivery_days,model,fuel_type
2025-01-02,DLR007,South,B,Delta,0,0,1,37,Brezza,Petrol
2025-01-02,DLR007,South,B,LXI,0,0,4,11,Dzire,Petrol
2025-01-02,DLR007,South,B,MT,0,0,1,16,Baleno,Petrol
2025-01-02,DLR007,South,B,Sigma,0,0,2,7,Brezza,Petrol
2025-01-02,DLR007,South,B,VXI,0,0,2,20,Fronx,CNG
2025-01-02,DLR007,South,B,ZXI,0,0,0,11,Baleno,CNG
2025-01-02,DLR008,South,B,AGS,0,0,1,6,Eeco,Petrol
2025-01-02,DLR008,South,B,AT,0,0,1,33,Fronx,CNG
2025-01-02,DLR008,South,B,Alpha,0,0,1,5,Baleno,Diesel
2025-01-02,DLR008,South,B,Delta,0,0,1,17,Baleno,CNG
2025-01-02,DLR008,South,B,LXI,0,0,5,21,Dzire,Petrol
2025-01-02,DLR008,South,B,MT,0,0,2,17,Dzire,Diesel
2025-01-02,DLR008,South,B,Sigma,0,0,1,19,Jimny,Diesel
2025-01-02,DLR008,South,B,VXI,0,0,1,10,Brezza,Petrol
2025-01-02,DLR008,South,B,ZXI,0,0,0,15,Baleno,CNG
2025-01-02,DLR009,West,A,AGS,0,0,1,25,XL6,Petrol
2025-01-02,DLR009,West,A,AT,0,0,1,25,Fronx,Diesel
2025-01-02,DLR009,West,A,Alpha,0,0,4,16,Baleno,Petrol
2025-01-02,DLR009,West,A,Delta,0,0,0,10,Baleno,Diesel
2025-01-02,DLR009,West,A,LXI,0,0,6,18,Eeco,Petrol
2025-01-02,DLR009,West,A,MT,0,0,5,22,Eeco,Petrol
2025-01-02,DLR009,West,A,Sigma,0,0,2,12,Brezza,Diesel
2025-01-02,DLR009,West,A,VXI,0,0,4,24,Brezza,CNG
2025-01-02,DLR009,West,A,ZXI,0,0,2,16,Baleno,Petrol
2025-01-02,DLR010,West,A,AGS,0,0,2,5,Swift,Diesel
2025-01-02,DLR010,West,A,AT,0,0,2,14,Baleno,Petrol
2025-01-02,DLR010,West,A,Alpha,0,0,2,5,Dzire,Diesel
2025-01-02,DLR010,West,A,Delta,0,0,0,5,Baleno,CNG
2025-01-02,DLR010,West,A,LXI,0,0,6,27,Baleno,Petrol
2025-01-02,DLR010,West,A,MT,0,0,1,24,Jimny,Petrol
2025-01-02,DLR010,West,A,Sigma,0,0,2,12,Dzire,CNG
2025-01-02,DLR010,West,A,VXI,0,0,2,23,Brezza,Petrol
2025-01-02,DLR010,West,A,ZXI,0,0,0,7,Baleno,Diesel
2025-01-02,DLR011,West,B,AGS,0,0,2,9,Baleno,Petrol
2025-01-02,DLR011,West,B,AT,0,0,3,33,Brezza,Petrol
2025-01-02,DLR011,West,B,Alpha,0,0,1,20,Dzire,CNG
2025-01-02,DLR011,West,B,Delta,0,0,2,11,WagonR,Petrol
2025-01-02,DLR011,West,B,LXI,0,0,1,39,Jimny,Diesel
2025-01-02,DLR011,West,B,MT,0,0,3,17,Jimny,Petrol
2025-01-02,DLR011,West,B,Sigma,0,0,0,14,Baleno,Diesel
2025-01-02,DLR011,West,B,VXI,0,0,2,18,Dzire,CNG
