shipment_id,vin,origin,destination_dealer_id,status,expected_delivery_date
SHP_00045,BBD0VJY81YV57XGGL,Manesar_Plant,DLR_18,Delayed,2026-03-29
SHP_00046,8A6ULHAU8UUC4GMGG,Manesar_Plant,DLR_10,Delayed,2026-03-30
SHP_00047,FRZS3KX89MMBC133X,Manesar_Plant,DLR_12,Delayed,2026-03-24
SHP_00048,A2U4DZPZ7M1L1MX3Z,Manesar_Plant,DLR_18,Delayed,2026-03-24
SHP_00049,4VWPBYWW5TF4X65A8,Manesar_Plant,DLR_20,Delayed,2026-03-26
SHP_00050,M33BYLC58VWB6P4ZY,Manesar_Plant,DLR_18,Delayed,2026-03-30
SHP_00051,BMXZXBPLX2WUF8NXM,Manesar_Plant,DLR_16,Delayed,2026-03-28
SHP_00052,7HZ4FTU137V6JZ2XX,Manesar_Plant,DLR_15,Delayed,2026-03-27
SHP_00053,F5CMHR1R2469V5E38,Manesar_Plant,DLR_12,Delayed,2026-03-26
SHP_00054,1EBYXW3826G01SJEK,Manesar_Plant,DLR_12,Delayed,2026-03-31
SHP_00055,SNYH1VJY7R5KLYWPJ,Manesar_Plant,DLR_09,Delayed,2026-03-23
SHP_00056,S7MEMD3C4KHVD3LAR,Manesar_Plant,DLR_20,Delayed,2026-03-23
SHP_00057,JVSG06ME6SX0F04UE,Manesar_Plant,DLR_07,Delayed,2026-03-23
SHP_00058,TBFHASTC4FSEZ8EZ8,Manesar_Plant,DLR_02,Delayed,2026-03-24
SHP_00059,SHYEL3NZ3X9UPDYYL,Manesar_Plant,DLR_06,Delayed,2026-03-26
SHP_00060,Z90GACPB0C0SF2FF3,Manesar_Plant,DLR_09,Delayed,2026-03-30
SHP_00061,54BNDE4C900HWCXYT,Manesar_Plant,DLR_02,Delayed,2026-03-26
SHP_00062,HNN8ZUFB5XY7Z5X2T,Manesar_Plant,DLR_15,Delayed,2026-03-23
SHP_00063,BP99AD022J1SDZEXA,Manesar_Plant,DLR_14,Delayed,2026-03-25
SHP_00064,XU9ATTAF32S8P4VRR,Manesar_Plant,DLR_07,Delayed,2026-03-23
SHP_00065,TFPDJ7TN6R4384UTN,Manesar_Plant,DLR_09,Delayed,2026-03-31
SHP_00066,NNN1SWTY6F10DJ510,Manesar_Plant,DLR_08,Delayed,2026-03-24
SHP_00067,9104DA6E8E9WL9J75,Manesar_Plant,DLR_14,Delayed,2026-03-30
SHP_00068,VC9L5N5B6887U6DBW,Manesar_Plant,DLR_01,Delayed,2026-03-28
SHP_00069,0A49YVVJ46ELLWV5K,Manesar_Plant,DLR_11,Delayed,2026-03-24
SHP_00070,F0NSLRZ38MCKG5PXL,Manesar_Plant,DLR_04,Delayed,2026-03-26
SHP_00071,ZDPPGSUXX1229T85L,Manesar_Plant,DLR_10,Delayed,2026-03-28
SHP_00072,N9706FU92HB5JG15Z,Manesar_Plant,DLR_17,Delayed,2026-03-26
SHP_00073,H4CMGGVK9ZPDVDVY7,Manesar_Plant,DLR_19,Delayed,2026-03-30
SHP_00074,LVLEW2NR9ZU9GV4PG,Manesar_Plant,DLR_20,Delayed,2026-03-31
SHP_00075,SG1LJ3GP7SHGXSGNY,Manesar_Plant,DLR_06,Delayed,2026-03-30
SHP_00076,PUW4WXRL183J2EFZT,Manesar_Plant,DLR_14,Delayed,2026-03-25
SHP_00077,4GXLC9P54MGZTPNYL,Manesar_Plant,DLR_14,Delayed,2026-03-23
SHP_00078,DU17G2Z55JALF2UVC,Manesar_Plant,DLR_02,Delayed,2026-03-28
SHP_00079,DWZB9UKG7BNTFZ9CS,Manesar_Plant,DLR_14,Delayed,2026-03-28
SHP_00080,83MSUNTZ51157CGYH,Manesar_Plant,DLR_11,Delayed,2026-03-31
SHP_00081,VJJ1SDNE22FJ8B8JT,Manesar_Plant,DLR_16,Delayed,2026-03-29
SHP_00082,K4HUHW474SYBKXAF3,Manesar_Plant,DLR_16,Delayed,2026-03-29
SHP_00083,FZGNHV6S6JRYF6U86,Manesar_Plant,DLR_14,Delayed,2026-03-23
SHP_00084,U1M3ACPE2WWZALFJM,Manesar_Plant,DLR_15,Delayed,2026-03-23
SHP_00085,THPEBNTZ4LFTYELNB,Manesar_Plant,DLR_08,Delayed,2026-03-26
SHP_00086,X26T5FLJ9KNEDHK6G,Manesar_Plant,DLR_08,Delayed,2026-03-23
SHP_00087,FTDLL1YA5JD2LBTWR,Manesar_Plant,DLR_09,Delayed,2026-03-29
SHP_00088,24MMFHNJXN3LVC1U0,Manesar_Plant,DLR_14,Delayed,2026-03-23
SHP_00089,JCT2SHHX7L46Z5BDT,Manesar_Plant,DLR_07,Delayed,2026-03-28
SHP_00090,3RLTYMDB335HN9FZ1,Manesar_Plant,DLR_18,Delayed,2026-03-29
SHP_00091,0CMPDW8N50KWFGXB7,Manesar_Plant,DLR_11,Delayed,2026-03-30
SHP_00092,9ARX8PEY8V61JKD08,Manesar_Plant,DLR_17,Delayed,2026-03-31
SHP_00093,VWA85LN31KV47K2S2,Manesar_Plant,DLR_13,Delayed,2026-03-24
SHP_00094,RVR7BUD41R6TF56LN,Manesar_Plant,DLR_03,Delayed,2026-03-31
SHP_00095,M1TWENYH5L6ZEW6L9,Manesar_Plant,DLR_15,Delayed,2026-03-30
SHP_00096,2A0PA6XS1VPDJ5E8J,Manesar_Plant,DLR_12,Delayed,2026-03-29
SHP_00097,B6BYX41H7P9D4JV86,Manesar_Plant,DLR_04,Delayed,2026-03-30
SHP_00098,E0T6B4W275ES4UWFF,Manesar_Plant,DLR_05,Delayed,2026-03-25
SHP_00099,7F9AXX1S70W6NBFK2,Manesar_Plant,DLR_13,Delayed,2026-03-25
SHP_00100,LKGAPB6R6AZ198294,Manesar_Plant,DLR_19,Delayed,2026-03-25
SHP_00101,YCYT6Y88X5M4HUUU6,Manesar_Plant,DLR_15,Delayed,2026-03-31
SHP_00102,7SUPPUHE7HZXB5UB2,Manesar_Plant,DLR_08,Delayed,2026-03-31
SHP_00103,GYH77F2670HUC4B9N,Manesar_Plant,DLR_08,Delayed,2026-03-25
SHP_00104,6SUL3KTC02Z3J76LF,Manesar_Plant,DLR_11,Delayed,2026-03-23
SHP_00105,WFEY1G3GX9F89SKKG,Manesar_Plant,DLR_06,Delayed,2026-03-28
SHP_00106,6ECD9LRM1SWBR7SDC,Manesar_Plant,DLR_19,Delayed,2026-03-28
SHP_00107,CLAKY3RN2XFS0SEK6,Manesar_Plant,DLR_10,Delayed,2026-03-30
SHP_00108,EVZG95HY8KPWCAJ2E,Manesar_Plant,DLR_15,Delayed,2026-03-23
SHP_00109,TSKX477X9R80RTDJ5,Manesar_Plant,DLR_20,Delayed,2026-03-31
SHP_00110,9TKJEP7K27CSVD35J,Manesar_Plant,DLR_12,Delayed,2026-03-26
SHP_00111,MJK9HKR82YCBWUR2J,Manesar_Plant,DLR_09,Delayed,2026-03-24
SHP_00112,GF2RX1PC7LJNT9FUB,Manesar_Plant,DLR_15,Delayed,2026-03-25
SHP_00113,EP29ABJP97GNKSLDE,Manesar_Plant,DLR_16,Delayed,2026-03-26
SHP_00114,Y9MTG3KBXT3Z1TY23,Manesar_Plant,DLR_09,Delayed,2026-03-30
SHP_00115,KG036K3C12TKF8GX2,Manesar_Plant,DLR_20,Delayed,2026-03-27
SHP_00116,EKBWJHKP7WHKP424A,Manesar_Plant,DLR_10,Delayed,2026-03-23
SHP_00117,581HR46N26WV8RD2B,Manesar_Plant,DLR_07,Delayed,2026-03-30
SHP_00118,2SR0GY9H5MPAFHNYX,Manesar_Plant,DLR_01,Delayed,2026-03-31
SHP_00119,ZZ0CUB4P2SYGKDEZ2,Manesar_Plant,DLR_20,Delayed,2026-03-25
SHP_00120,46U8TW246W9F4ED0F,Manesar_Plant,DLR_16,Delayed,2026-03-24
SHP_00121,B50VV7BV813MYAL8T,Manesar_Plant,DLR_03,Delayed,2026-03-31
SHP_00122,W5P41C3T2T7FHHSY7,Manesar_Plant,DLR_11,Delayed,2026-03-29
SHP_00123,UD8DSMY15V08C1S1K,Manesar_Plant,DLR_18,Delayed,2026-03-29
SHP_00124,7ST4W0AH1UGLW846K,Manesar_Plant,DLR_15,Delayed,2026-03-25
SHP_00125,D8A7SEJE7KJSLZ5Z8,Manesar_Plant,DLR_03,Delayed,2026-03-29
SHP_00126,0EBUD55C0SDMBM5KW,Manesar_Plant,DLR_15,Delayed,2026-03-29
SHP_00127,EM4ZTG9LXJELYTR6F,Manesar_Plant,DLR_02,Delayed,2026-03-28
SHP_00128,DJCYXTP83NTTBX6HU,Manesar_Plant,DLR_02,Delayed,2026-03-28
SHP_00129,KCM8SP683AJB6Z44S,Manesar_Plant,DLR_09,Delayed,2026-03-31
SHP_00130,GYJWKY243AFSP00DC,Manesar_Plant,DLR_12,Delayed,2026-03-26
SHP_00131,N4UDWSPSX2GCK8BH9,Manesar_Plant,DLR_05,Delayed,2026-03-30
SHP_00132,JTR60W1U9LRCGF902,Manesar_Plant,DLR_15,Delayed,2026-03-28
SHP_00133,JUPEUTZ89L570B97R,Manesar_Plant,DLR_10,Delayed,2026-03-26
SHP_00134,D6X3U8AV27FS1LNW1,Manesar_Plant,DLR_02,Delayed,2026-03-24
SHP_00135,D1A0T11P5P4UXVSD2,Manesar_Plant,DLR_14,Delayed,2026-03-30
SHP_00136,DFZZ9C8B09PN822NN,Manesar_Plant,DLR_20,Delayed,2026-03-26
SHP_00137,2NMPZZPE9ADE0UBVY,Manesar_Plant,DLR_05,Delayed,2026-03-27
SHP_00138,PEECM8KD9L5WSPXV4,Manesar_Plant,DLR_17,Delayed,2026-03-24
SHP_00139,50WG49DS4YN9TZRR8,Manesar_Plant,DLR_17,Delayed,2026-03-30
SHP_00140,7HUTT7JZ9NVZSXL53,Manesar_Plant,DLR_19,Delayed,2026-03-25
SHP_00141,C6TAVEET8EBFW9NVE,Manesar_Plant,DLR_10,Delayed,2026-03-29
SHP_00142,7NHC3TR63AK6SEP10,Manesar_Plant,DLR_07,Delayed,2026-03-26
SHP_00143,WS5TMA0Y84GB270YN,Manesar_Plant,DLR_05,Delayed,2026-03-31
SHP_00144,BHBRXTXK4WWLCMWGY,Manesar_Plant,DLR_10,Delayed,2026-03-31
SHP_00145,L8Y9RZL01SXBZ885P,Manesar_Plant,DLR_10,Delayed,2026-03-25
SHP_00146,9HBRW0B157HKVDPGB,Manesar_Plant,DLR_06,Delayed,2026-03-24
SHP_00147,C8MF8X0GX92SSAL92,Manesar_Plant,DLR_05,Delayed,2026-03-29
SHP_00148,FZTF5WNY9YZPWANS6,Manesar_Plant,DLR_06,Delayed,2026-03-24
SHP_00149,MW9TYNTR6TJB77WBS,Manesar_Plant,DLR_05,Delayed,2026-03-24
SHP_00150,JGH9M0SP4BHNNTX3Y,Manesar_Plant,DLR_03,Delayed,2026-03-25
SHP_00151,DUX63JLT34GEW6Z9B,Manesar_Plant,DLR_05,In_Transit,2026-04-14
SHP_00152,8G31JSYD065ZKT764,Manesar_Plant,DLR_05,In_Transit,2026-04-09
SHP_00153,E4TBXZB2XVJN25S19,Manesar_Plant,DLR_01,In_Transit,2026-04-07
SHP_00154,3B3KM29TXPSDT6RK9,Manesar_Plant,DLR_02,In_Transit,2026-04-02
SHP_00155,1ASE59CY7H8S1NXSX,Manesar_Plant,DLR_12,In_Transit,2026-04-04
SHP_00156,2Y1H9YZY3NCMAK85R,Manesar_Plant,DLR_07,In_Transit,2026-04-09
SHP_00157,3BFFFX446W6XCU16Y,Manesar_Plant,DLR_17,In_Transit,2026-04-14
SHP_00158,MALBGV146M165MNPR,Manesar_Plant,DLR_15,In_Transit,2026-04-11
SHP_00159,H6L554UD9EJBNKY8A,Manesar_Plant,DLR_19,In_Transit,2026-04-06
SHP_00160,RSGHFTJFXRJS86NTE,Manesar_Plant,DLR_09,In_Transit,2026-04-08
SHP_00161,BS4AEK7U9U0J021VZ,Manesar_Plant,DLR_19,In_Transit,2026-04-08
SHP_00162,SWBDFZD7XH89YLSA1,Manesar_Plant,DLR_01,In_Transit,2026-04-03
SHP_00163,0XZE3N2T06DK6LGK0,Manesar_Plant,DLR_08,In_Transit,2026-04-07
SHP_00164,1DAA9SSN2GFP4MRMP,Manesar_Plant,DLR_04,In_Transit,2026-04-06
SHP_00165,6PE5F5FX9ZEFEKHZA,Manesar_Plant,DLR_06,In_Transit,2026-04-03
SHP_00166,S1WCDD8H10VYK9MK1,Manesar_Plant,DLR_17,In_Transit,2026-04-05
SHP_00167,D56LDGGUXD776CEJS,Manesar_Plant,DLR_13,In_Transit,2026-04-03
SHP_00168,1XT0582T54N23RV9B,Manesar_Plant,DLR_05,In_Transit,2026-04-10
SHP_00169,PF6TSUUK9HKJDEVA4,Manesar_Plant,DLR_11,In_Transit,2026-04-02
SHP_00170,WY2YSHKW8N140GF37,Manesar_Plant,DLR_03,In_Transit,2026-04-11
SHP_00171,2LG80EDZ3PDGGSWPP,Manesar_Plant,DLR_12,In_Transit,2026-04-16
SHP_00172,G06TJTBF28VP6L9KK,Manesar_Plant,DLR_17,In_Transit,2026-04-11
SHP_00173,9J02P4MG748S7ER7J,Manesar_Plant,DLR_08,In_Transit,2026-04-16
SHP_00174,J3TP921C0VL4WL5TM,Manesar_Plant,DLR_17,In_Transit,2026-04-11
SHP_00175,4HP5GETF1YTXHPL7B,Manesar_Plant,DLR_10,In_Transit,2026-04-16
SHP_00176,VCF359SN848J82KU3,Manesar_Plant,DLR_15,In_Transit,2026-04-04
SHP_00177,74WXJ9HN6JANKB893,Manesar_Plant,DLR_10,In_Transit,2026-04-16
SHP_00178,KMD484508JKYFWMER,Manesar_Plant,DLR_17,In_Transit,2026-04-06
SHP_00179,791RGTML4C938WTB8,Manesar_Plant,DLR_20,In_Transit,2026-04-10
SHP_00180,9G2CB6K82XDEP7R1B,Manesar_Plant,DLR_13,In_Transit,2026-04-13
SHP_00181,91A9FNSL36E9H90ED,Manesar_Plant,DLR_17,In_Transit,2026-04-02
SHP_00182,WBTJGRUD287MB4TX0,Manesar_Plant,DLR_07,In_Transit,2026-04-02
SHP_00183,DRCWSVPM49W4K05WT,Manesar_Plant,DLR_01,In_Transit,2026-04-02
SHP_00184,W2ZFA78BX4PLC7RV2,Manesar_Plant,DLR_18,In_Transit,2026-04-13
SHP_00185,YJEDK1D375AJDVZPW,Manesar_Plant,DLR_05,In_Transit,2026-04-04
SHP_00186,EP1SRSUE15VYJE15W,Manesar_Plant,DLR_06,In_Transit,2026-04-07
SHP_00187,XVTENK6V8CHX4N1XF,Manesar_Plant,DLR_18,In_Transit,2026-04-13
SHP_00188,4YVMGR8B1KC9NXSZ9,Manesar_Plant,DLR_03,In_Transit,2026-04-14
SHP_00189,GXDDSDDV0E4WNBHCA,Manesar_Plant,DLR_15,In_Transit,2026-04-09
SHP_00190,YRL4E0Z39B246787D,Manesar_Plant,DLR_09,In_Transit,2026-04-16
SHP_00191,0GTNCUFJXN6XCEFYJ,Manesar_Plant,DLR_13,In_Transit,2026-04-02
SHP_00192,U9XXUMLK6VKGR49UV,Manesar_Plant,DLR_14,In_Transit,2026-04-03
SHP_00193,VVMACPDL7UPA1328E,Manesar_Plant,DLR_12,In_Transit,2026-04-15
SHP_00194,3600N0842X0UHTV4K,Manesar_Plant,DLR_17,In_Transit,2026-04-09
SHP_00195,CJ8ZESCR1CJ22Z0VU,Manesar_Plant,DLR_08,In_Transit,2026-04-05
SHP_00196,KNDLK0BYX6V00PMWL,Manesar_Plant,DLR_02,In_Transit,2026-04-11
SHP_00197,XTAP2MW47ZTB6JR6V,Manesar_Plant,DLR_20,In_Transit,2026-04-08
SHP_00198,EAAM4ACA41H7RS5X5,Manesar_Plant,DLR_09,In_Transit,2026-04-03
SHP_00199,G3YLRX4C2P6A7VULU,Manesar_Plant,DLR_09,In_Transit,2026-04-15
SHP_00200,MA0V6J358N3VH64X8,Manesar_Plant,DLR_02,In_Transit,2026-04-10
SHP_00201,D6LC8XVSXKXYH3ECY,Manesar_Plant,DLR_19,In_Transit,2026-04-05
SHP_00202,CF3V0YRWXPU97AW70,Manesar_Plant,DLR_09,In_Transit,2026-04-16
SHP_00203,SF19SU5L13JTS0W7Y,Manesar_Plant,DLR_10,In_Transit,2026-04-10
SHP_00204,3ZSX71HU5P1L14GKT,Manesar_Plant,DLR_19,In_Transit,2026-04-11
SHP_00205,531ZWEM255RU27KLA,Manesar_Plant,DLR_05,In_Transit,2026-04-09
SHP_00206,4307UJM78ANMDL2MT,Manesar_Plant,DLR_15,In_Transit,2026-04-08
SHP_00207,612CS1R45BG6AZT8G,Manesar_Plant,DLR_05,In_Transit,2026-04-09
SHP_00208,08SA2VSF3PVHL39RL,Manesar_Plant,DLR_06,In_Transit,2026-04-02
SHP_00209,NJL3KZZL3L83AS7L8,Manesar_Plant,DLR_05,In_Transit,2026-04-10
SHP_00210,FX3C3UYM8SY7BEV9W,Manesar_Plant,DLR_05,In_Transit,2026-04-08
SHP_00211,98H11HSC1TJN1GZM3,Manesar_Plant,DLR_11,In_Transit,2026-04-03
SHP_00212,CXMLRV0KXWL9B68LV,Manesar_Plant,DLR_06,In_Transit,2026-04-16
SHP_00213,G9CVH31N3LE6AA0F3,Manesar_Plant,DLR_13,In_Transit,2026-04-16
SHP_00214,RFTFUYEM9Y1PSV3HL,Manesar_Plant,DLR_10,In_Transit,2026-04-09
SHP_00215,65PD6MKS5PW934W1W,Manesar_Plant,DLR_13,In_Transit,2026-04-12
SHP_00216,HNCAR8BKXTLADR8UR,Manesar_Plant,DLR_04,In_Transit,2026-04-10
SHP_00217,3GJ7CGBK4CMHJHFRT,Manesar_Plant,DLR_14,In_Transit,2026-04-12
SHP_00218,2934GXVL6WEZB4GKT,Manesar_Plant,DLR_08,In_Transit,2026-04-06
SHP_00219,XTUVJ88F2C6ADYJBF,Manesar_Plant,DLR_03,In_Transit,2026-04-13
SHP_00220,8J89JSTC2X9SLK72N,Manesar_Plant,DLR_01,In_Transit,2026-04-02
SHP_00221,SENYRYP49JS2M2U6M,Manesar_Plant,DLR_19,In_Transit,2026-04-16
SHP_00222,WH9995746780N1FXM,Manesar_Plant,DLR_06,In_Transit,2026-04-10
SHP_00223,F24VK3AH98BDLEPSA,Manesar_Plant,DLR_11,In_Transit,2026-04-09
SHP_00224,E8P5PKX63CDJH1K6Y,Manesar_Plant,DLR_07,In_Transit,2026-04-16
SHP_00225,LRDJ6BC403YKM9SF2,Manesar_Plant,DLR_11,In_Transit,2026-04-10
SHP_00226,Z02HUYDK74XH97NKG,Manesar_Plant,DLR_13,In_Transit,2026-04-04
SHP_00227,PNSSVWGB0N423AGUA,Manesar_Plant,DLR_06,In_Transit,2026-04-07
SHP_00228,8YCXYD9VX7MM194A8,Manesar_Plant,DLR_18,In_Transit,2026-04-13
SHP_00229,J6R9PZ3B4ASM6CP90,Manesar_Plant,DLR_15,In_Transit,2026-04-11
SHP_00230,H8XTWY4R15P6DT824,Manesar_Plant,DLR_02,In_Transit,2026-04-06
SHP_00231,8NSSVGJGXPH93K1E6,Manesar_Plant,DLR_11,In_Transit,2026-04-09
SHP_00232,9X650TCU1W7G594T0,Manesar_Plant,DLR_15,In_Transit,2026-04-04
SHP_00233,V89EJU1P680FFY84K,Manesar_Plant,DLR_10,In_Transit,2026-04-03
SHP_00234,MWE0CTFC3YL4N8P36,Manesar_Plant,DLR_04,In_Transit,2026-04-09
SHP_00235,CF1GR37A0EHH71B62,Manesar_Plant,DLR_08,In_Transit,2026-04-09
SHP_00236,46PUV7EZ2MX6Y92NG,Manesar_Plant,DLR_19,In_Transit,2026-04-14
SHP_00237,RG63B9RJ92F52PMFN,Manesar_Plant,DLR_03,In_Transit,2026-04-16
SHP_00238,MF01JNLM34H19B4S9,Manesar_Plant,DLR_08,In_Transit,2026-04-14
SHP_00239,W94CSP832WZZBJX7C,Manesar_Plant,DLR_14,In_Transit,2026-04-15
SHP_00240,TG4EEBC102G79Z263,Manesar_Plant,DLR_18,In_Transit,2026-04-07
SHP_00241,K2Y6ZNJD9DR33Y0W5,Manesar_Plant,DLR_07,In_Transit,2026-04-13
SHP_00242,AK18K4Y92KCZ0N58D,Manesar_Plant,DLR_12,In_Transit,2026-04-07
SHP_00243,GN9CL1DF6FYH9063M,Manesar_Plant,DLR_03,In_Transit,2026-04-12
SHP_00244,4Y67Z5BT12E6AGDEP,Manesar_Plant,DLR_05,In_Transit,2026-04-06
SHP_00245,76GKPCNZ319VL48FZ,Manesar_Plant,DLR_17,In_Transit,2026-04-15
SHP_00246,CMMU17ZK85S1D8LTS,Manesar_Plant,DLR_06,In_Transit,2026-04-16
SHP_00247,X9KS2LN84E993NTD2,Manesar_Plant,DLR_03,In_Transit,2026-04-15
SHP_00248,AUM0Z4HM23GMNABD1,Manesar_Plant,DLR_12,In_Transit,2026-04-04
SHP_00249,ERJ6P1447KEEFG0ZY,Manesar_Plant,DLR_17,In_Transit,2026-04-12
SHP_00250,6FYLEAYA22UF42VU8,Manesar_Plant,DLR_11,In_Transit,2026-04-09
SHP_00251,AJ4SVRRG3GU2E09PM,Manesar_Plant,DLR_14,In_Transit,2026-04-15
SHP_00252,FJAY7XNU47Z4H9W6W,Manesar_Plant,DLR_11,In_Transit,2026-04-04
SHP_00253,UF635T0Z2E3C8C362,Manesar_Plant,DLR_10,In_Transit,2026-04-12
SHP_00254,UVASETF30B1A2VKSB,Manesar_Plant,DLR_06,In_Transit,2026-04-05
SHP_00255,7E0RG5WC3HSU5FX5X,Manesar_Plant,DLR_06,In_Transit,2026-04-16
SHP_00256,0FR2RB99025BYDJZJ,Manesar_Plant,DLR_12,In_Transit,2026-04-15
SHP_00257,HXTUZVFF7GADJA6AX,Manesar_Plant,DLR_13,In_Transit,2026-04-08
SHP_00258,UT1VESCR47LWN5Z7M,Manesar_Plant,DLR_03,In_Transit,2026-04-03
SHP_00259,JMXKF4V45HPERAYF5,Manesar_Plant,DLR_20,In_Transit,2026-04-07
SHP_00260,818VDZWA5UZZP8K52,Manesar_Plant,DLR_14,In_Transit,2026-04-14
SHP_00261,S8JYDWC85V7REMNWE,Manesar_Plant,DLR_19,In_Transit,2026-04-09
SHP_00262,CKY1053R65F4ZTM3R,Manesar_Plant,DLR_03,In_Transit,2026-04-16
SHP_00263,SEESBUEU52S2KCUFE,Manesar_Plant,DLR_10,In_Transit,2026-04-10
SHP_00264,Z6P0PHYS3CMLHDL4Y,Manesar_Plant,DLR_20,In_Transit,2026-04-03
SHP_00265,CAGNZDM74F04UDA1E,Manesar_Plant,DLR_02,In_Transit,2026-04-10
SHP_00266,2V0ZW1AE77DER1PVR,Manesar_Plant,DLR_15,In_Transit,2026-04-06
SHP_00267,12P2TY7E3NHVBHLDH,Manesar_Plant,DLR_19,In_Transit,2026-04-12
SHP_00268,8RKKCLFF0ZJP8HAKT,Manesar_Plant,DLR_17,In_Transit,2026-04-05
SHP_00269,TKLAMDA332J7JBKH6,Manesar_Plant,DLR_08,In_Transit,2026-04-12
SHP_00270,1YLWB8MV16SYSP6XN,Manesar_Plant,DLR_13,In_Transit,2026-04-13
SHP_00271,J5M6RJ9L3LXSPPA7H,Manesar_Plant,DLR_17,In_Transit,2026-04-10
SHP_00272,RE4VMLST6T62X4N3Z,Manesar_Plant,DLR_16,In_Transit,2026-04-09
