Transaction_ID,Date,Dealer_ID,Warehouse_ID,Part_Number,System_Suggested_Qty,Manager_Modified_Qty,Fulfillment_Status,Priority_Flag
SOQ00000068,2025-03-30,DLR014,WH003,99129541,0,0,Not Needed,Normal
SOQ00000069,2025-09-23,DLR019,WH003,990J0M45246,0,0,Not Needed,Normal
SOQ00000070,2025-04-25,DLR024,WH004,6A025398,0,0,Not Needed,Normal
SOQ00000071,2025-10-10,DLR013,WH002,99000M60170,200,204,Fulfilled,Normal
SOQ00000072,2025-11-26,DLR008,WH001,99000M20569,0,0,Not Needed,Normal
SOQ00000073,2025-01-23,DLR024,WH004,4864419,80,80,Pending,Normal
SOQ00000074,2025-03-30,DLR021,WH004,95123629,20,24,Fulfilled,Medium
SOQ00000075,2025-06-04,DLR017,WH003,990J0M38766,0,0,Not Needed,Normal
SOQ00000076,2025-08-04,DLR030,WH001,990J0M20368,0,0,Not Needed,Normal
SOQ00000077,2025-07-05,DLR019,WH003,99000M79319,0,0,Not Needed,Normal
SOQ00000078,2025-05-06,DLR020,WH003,3866124,0,0,Not Needed,Normal
SOQ00000079,2025-04-18,DLR014,WH003,990J0M74750,200,199,Fulfilled,Normal
SOQ00000080,2025-09-24,DLR005,WH001,3868240,0,0,Not Needed,Normal
SOQ00000081,2025-06-21,DLR001,WH001,99000M59111,0,0,Not Needed,Normal
SOQ00000082,2025-03-07,DLR028,WH005,16531566,0,0,Not Needed,Normal
SOQ00000083,2025-11-17,DLR012,WH002,0921876,0,0,Not Needed,Normal
SOQ00000084,2025-07-30,DLR009,WH002,137956101,40,40,Fulfilled,Normal
SOQ00000085,2025-07-04,DLR020,WH003,38271272,20,22,Pending,Normal
SOQ00000086,2025-07-28,DLR018,WH003,3867031,0,0,Not Needed,Medium
SOQ00000087,2025-05-18,DLR022,WH004,137244353,0,0,Not Needed,Normal
SOQ00000088,2025-03-16,DLR027,WH005,990J0M61823,0,0,Not Needed,Normal
SOQ00000089,2025-10-20,DLR001,WH001,34221561,20,17,Pending,Medium
SOQ00000090,2025-07-19,DLR026,WH004,990J0M39109,0,0,Not Needed,Normal
SOQ00000091,2025-12-05,DLR012,WH002,5M097128,5,10,Pending,Normal
SOQ00000092,2025-12-29,DLR017,WH003,34255004,20,20,Fulfilled,Normal
SOQ00000093,2025-12-26,DLR026,WH004,38292879,0,0,Not Needed,Normal
SOQ00000094,2025-12-31,DLR027,WH005,6A039734,5,4,Pending,Normal
SOQ00000095,2025-07-08,DLR001,WH001,990J0M79585,0,0,Not Needed,Normal
SOQ00000096,2025-08-23,DLR015,WH003,99134262,0,0,Not Needed,Normal
SOQ00000097,2025-07-27,DLR024,WH004,4866765,80,85,Fulfilled,Normal
SOQ00000098,2025-12-14,DLR017,WH003,990J0M73754,0,0,Not Needed,Normal
SOQ00000099,2025-04-23,DLR030,WH001,990J0M59648,0,0,Not Needed,Normal
SOQ00000100,2025-04-04,DLR021,WH004,99000M48935,200,203,Fulfilled,Normal
SOQ00000101,2025-05-06,DLR017,WH003,5M027014,0,0,Not Needed,High
SOQ00000102,2025-09-26,DLR011,WH002,99000M09278,0,0,Not Needed,Normal
SOQ00000103,2025-09-23,DLR017,WH003,990J0M65520,0,0,Not Needed,Normal
SOQ00000104,2025-12-26,DLR012,WH002,99144832,0,0,Not Needed,Normal
SOQ00000105,2025-11-14,DLR008,WH001,3836109,0,0,Not Needed,Normal
SOQ00000106,2025-08-02,DLR029,WH005,4863797,80,82,Pending,Normal
SOQ00000107,2025-05-29,DLR022,WH004,99000M71920,0,0,Not Needed,Medium
SOQ00000108,2025-04-07,DLR025,WH004,3835632,0,0,Not Needed,Normal
SOQ00000109,2025-12-08,DLR015,WH003,17623760,0,0,Not Needed,Normal
SOQ00000110,2025-08-04,DLR017,WH003,38248559,0,0,Not Needed,Normal
SOQ00000111,2025-05-03,DLR021,WH004,990J0M68507,0,0,Not Needed,Normal
SOQ00000112,2025-08-21,DLR011,WH002,1120079249,0,0,Not Needed,Normal
SOQ00000113,2025-06-17,DLR012,WH002,990J0M84488,0,0,Not Needed,Normal
SOQ00000114,2025-03-20,DLR030,WH001,991752465,0,0,Not Needed,Normal
SOQ00000115,2025-09-07,DLR003,WH001,3862865,0,0,Not Needed,Normal
SOQ00000116,2025-04-05,DLR018,WH003,17688797,0,0,Not Needed,Normal
SOQ00000117,2025-08-31,DLR020,WH003,99000M67979,0,0,Not Needed,Normal
SOQ00000118,2025-08-05,DLR011,WH002,99000M79319,200,204,Fulfilled,Normal
SOQ00000119,2025-02-03,DLR018,WH003,99000M37167,0,0,Not Needed,Normal
SOQ00000120,2025-12-17,DLR017,WH003,42190818,0,0,Not Needed,Normal
SOQ00000121,2025-10-14,DLR018,WH003,3832460,0,0,Not Needed,Normal
SOQ00000122,2025-08-22,DLR012,WH002,3868240,0,0,Not Needed,Normal
SOQ00000123,2025-05-26,DLR011,WH002,42184137,20,23,Fulfilled,Normal
SOQ00000124,2025-05-25,DLR008,WH001,4866401,0,0,Not Needed,Normal
SOQ00000125,2025-01-08,DLR029,WH005,17615776,20,22,Fulfilled,Normal
SOQ00000126,2025-09-12,DLR024,WH004,34279350,0,0,Not Needed,Normal
SOQ00000127,2025-05-29,DLR030,WH001,99000M99252,0,0,Not Needed,Normal
SOQ00000128,2025-05-24,DLR027,WH005,95129982,20,20,Fulfilled,Normal
SOQ00000129,2025-07-22,DLR019,WH003,99145772,40,39,Fulfilled,Normal
SOQ00000130,2025-07-24,DLR014,WH003,990J0M65743,200,202,Fulfilled,Normal
SOQ00000131,2025-11-10,DLR028,WH005,4869472,0,0,Not Needed,Normal
SOQ00000132,2025-08-31,DLR006,WH001,38238602,20,19,Pending,Normal
SOQ00000133,2025-02-24,DLR017,WH003,4861094,0,0,Not Needed,Normal
SOQ00000134,2025-05-14,DLR018,WH003,99000M83470,0,0,Not Needed,Normal
SOQ00000135,2025-08-24,DLR025,WH004,990J0M46224,0,0,Not Needed,Normal
SOQ00000136,2025-04-28,DLR024,WH004,99000M54250,0,0,Not Needed,Normal
SOQ00000137,2025-09-29,DLR014,WH003,1120091571,0,0,Not Needed,Normal
SOQ00000138,2025-03-06,DLR002,WH001,99000M95445,0,0,Not Needed,Normal
SOQ00000139,2025-05-28,DLR022,WH004,99000M89349,0,0,Not Needed,Normal
SOQ00000140,2025-03-17,DLR010,WH002,99000M79319,0,0,Not Needed,Normal
SOQ00000141,2025-11-16,DLR029,WH005,3834030,0,0,Not Needed,Normal
SOQ00000142,2025-12-18,DLR010,WH002,3835632,0,0,Not Needed,Normal
SOQ00000143,2025-04-05,DLR030,WH001,99000M40774,0,0,Not Needed,Normal
SOQ00000144,2025-07-06,DLR005,WH001,3838970,0,0,Not Needed,Normal
SOQ00000145,2025-12-07,DLR006,WH001,990J0M27365,0,0,Not Needed,Normal
SOQ00000146,2025-06-25,DLR014,WH003,99000M85991,0,0,Not Needed,Normal
SOQ00000147,2025-03-24,DLR001,WH001,0925227,0,0,Not Needed,Normal
SOQ00000148,2025-02-17,DLR009,WH002,3866126,0,0,Not Needed,Normal
SOQ00000149,2025-08-18,DLR019,WH003,38292879,20,19,Fulfilled,Normal
SOQ00000150,2025-07-15,DLR021,WH004,3E085388,0,0,Not Needed,Normal
SOQ00000151,2025-07-05,DLR010,WH002,99000M83052,200,202,Fulfilled,Medium
SOQ00000152,2025-03-10,DLR015,WH003,3865018,0,0,Not Needed,Normal
SOQ00000153,2025-12-11,DLR001,WH001,99000M00216,0,0,Not Needed,Normal
SOQ00000154,2025-11-10,DLR017,WH003,3867168,0,0,Not Needed,Normal
SOQ00000155,2025-02-03,DLR022,WH004,0929172,0,0,Not Needed,Normal
SOQ00000156,2025-05-22,DLR025,WH004,99000M55026,0,0,Not Needed,Normal
SOQ00000157,2025-03-30,DLR004,WH001,6A039734,5,4,Fulfilled,Normal
SOQ00000158,2025-01-08,DLR016,WH003,3838790,0,0,Not Needed,Normal
SOQ00000159,2025-06-11,DLR014,WH003,99000M38523,0,0,Not Needed,Normal
SOQ00000160,2025-04-12,DLR003,WH001,3837777,80,83,Pending,Normal
SOQ00000161,2025-07-04,DLR020,WH003,99000M86682,0,0,Not Needed,Normal
SOQ00000162,2025-07-31,DLR009,WH002,99000M56671,0,0,Not Needed,Normal
SOQ00000163,2025-11-30,DLR002,WH001,990J0M626338,40,38,Fulfilled,Normal
SOQ00000164,2025-10-01,DLR002,WH001,95110M53M00,0,0,Not Needed,Normal
SOQ00000165,2025-10-11,DLR028,WH005,990J0M20319,0,0,Not Needed,Normal
SOQ00000166,2025-08-18,DLR016,WH003,99194458,0,0,Not Needed,Normal
SOQ00000167,2025-09-14,DLR002,WH001,4864419,0,0,Not Needed,Normal
SOQ00000168,2025-06-06,DLR009,WH002,4868546,0,0,Not Needed,Normal
SOQ00000169,2025-06-30,DLR023,WH004,99000M82084,0,0,Not Needed,Normal
SOQ00000170,2025-07-25,DLR025,WH004,1120088916,0,0,Not Needed,Normal
SOQ00000171,2025-02-11,DLR012,WH002,99000M37167,0,0,Not Needed,Normal
SOQ00000172,2025-03-28,DLR004,WH001,990J0M811998,40,45,Fulfilled,Normal
SOQ00000173,2025-05-14,DLR024,WH004,99000M47936,0,0,Not Needed,Normal
SOQ00000174,2025-11-02,DLR011,WH002,990J0M76223,0,0,Not Needed,Normal
SOQ00000175,2025-01-25,DLR015,WH003,38265204,0,0,Not Needed,Normal
SOQ00000176,2025-09-12,DLR027,WH005,0921950,0,0,Not Needed,Normal
SOQ00000177,2025-01-29,DLR007,WH001,99000M97866,0,0,Not Needed,Normal
SOQ00000178,2025-02-07,DLR030,WH001,34221561,20,23,Fulfilled,Normal
SOQ00000179,2025-09-02,DLR004,WH001,3E086329,0,0,Not Needed,Normal
SOQ00000180,2025-12-28,DLR004,WH001,99000M29602,200,204,Fulfilled,Normal
SOQ00000181,2025-07-06,DLR006,WH001,990J0M03353,0,0,Not Needed,Normal
SOQ00000182,2025-08-26,DLR003,WH001,42154859,0,0,Not Needed,Normal
SOQ00000183,2025-01-03,DLR018,WH003,3862276,80,84,Fulfilled,Normal
SOQ00000184,2025-04-27,DLR021,WH004,99000M50025,200,198,Fulfilled,Normal
SOQ00000185,2025-03-25,DLR005,WH001,99000M50527,0,0,Not Needed,Normal
SOQ00000186,2025-09-25,DLR005,WH001,99000M83221,0,0,Not Needed,Normal
SOQ00000187,2025-10-17,DLR001,WH001,990J0M23429,200,203,Fulfilled,Normal
SOQ00000188,2025-05-31,DLR004,WH001,990J0M23429,0,0,Not Needed,Normal
SOQ00000189,2025-10-21,DLR007,WH001,1120079249,0,0,Not Needed,Normal
SOQ00000190,2025-05-18,DLR010,WH002,3832828,0,0,Not Needed,Normal
SOQ00000191,2025-11-12,DLR008,WH001,990J0M503119,0,0,Not Needed,Normal
SOQ00000192,2025-03-26,DLR002,WH001,5M075108,0,0,Not Needed,Normal
SOQ00000193,2025-08-21,DLR009,WH002,99000M62602,0,0,Not Needed,Medium
SOQ00000194,2025-12-07,DLR021,WH004,990J0M47212,200,202,Fulfilled,Normal
SOQ00000195,2025-01-04,DLR007,WH001,16559138,0,0,Not Needed,Normal
SOQ00000196,2025-08-06,DLR025,WH004,3834030,0,0,Not Needed,Normal
SOQ00000197,2025-03-04,DLR001,WH001,99000M47936,200,203,Fulfilled,Medium
SOQ00000198,2025-08-21,DLR019,WH003,990J0M98516,0,0,Not Needed,Normal
SOQ00000199,2025-12-17,DLR023,WH004,990J0M194270,0,0,Not Needed,Normal
SOQ00000200,2025-09-24,DLR014,WH003,42191061,20,24,Fulfilled,Normal
SOQ00000201,2025-11-25,DLR028,WH005,990J0M53717,0,0,Not Needed,Normal
SOQ00000202,2025-07-30,DLR013,WH002,3836109,0,0,Not Needed,Normal
SOQ00000203,2025-03-14,DLR007,WH001,990J0M807280,0,0,Not Needed,Normal
SOQ00000204,2025-07-09,DLR006,WH001,4867028,0,0,Not Needed,Medium
SOQ00000205,2025-12-19,DLR024,WH004,99000M45553,0,0,Not Needed,Normal
SOQ00000206,2025-11-15,DLR007,WH001,99000M87245,0,0,Not Needed,Normal
SOQ00000207,2025-04-06,DLR016,WH003,990J0M43595,200,204,Fulfilled,Medium
SOQ00000208,2025-07-26,DLR004,WH001,1120019108,5,6,Fulfilled,Normal
SOQ00000209,2025-10-22,DLR009,WH002,991788281,0,0,Not Needed,Normal
SOQ00000210,2025-07-04,DLR016,WH003,5M075661,5,10,Pending,Normal
SOQ00000211,2025-12-08,DLR030,WH001,137808754,0,0,Not Needed,Normal
SOQ00000212,2025-02-13,DLR020,WH003,3862605,0,0,Not Needed,Normal
SOQ00000213,2025-06-18,DLR014,WH003,990J0M23299,0,0,Not Needed,Normal
SOQ00000214,2025-10-23,DLR005,WH001,3862077,80,82,Fulfilled,Normal
SOQ00000215,2025-06-27,DLR021,WH004,16559138,40,44,Fulfilled,Normal
SOQ00000216,2025-08-11,DLR017,WH003,42174674,0,0,Not Needed,Normal
SOQ00000217,2025-05-18,DLR018,WH003,13755648,0,0,Not Needed,Normal
SOQ00000218,2025-04-01,DLR007,WH001,95142981,20,19,Fulfilled,Normal
SOQ00000219,2025-05-10,DLR023,WH004,38236385,0,0,Not Needed,Normal
SOQ00000220,2025-08-31,DLR022,WH004,42154965,20,18,Pending,Normal
SOQ00000221,2025-02-11,DLR008,WH001,99000M48146,200,205,Pending,Normal
SOQ00000222,2025-04-23,DLR002,WH001,99000M55026,200,200,Fulfilled,Normal
SOQ00000223,2025-07-06,DLR012,WH002,13761571,40,38,Fulfilled,Normal
SOQ00000224,2025-03-27,DLR019,WH003,990J0M87102,0,0,Not Needed,Normal
SOQ00000225,2025-06-18,DLR022,WH004,99000M63345,0,0,Not Needed,Normal
SOQ00000226,2025-10-19,DLR021,WH004,990J0M45535,0,0,Not Needed,Normal
SOQ00000227,2025-06-11,DLR015,WH003,990J0M22710,200,200,Pending,Normal
SOQ00000228,2025-01-15,DLR006,WH001,990J0M05496,0,0,Not Needed,Normal
SOQ00000229,2025-01-24,DLR018,WH003,0921876,0,0,Not Needed,Normal
SOQ00000230,2025-07-13,DLR007,WH001,99000M39744,0,0,Not Needed,Medium
SOQ00000231,2025-08-06,DLR015,WH003,99000M76830,0,0,Not Needed,Normal
SOQ00000232,2025-10-24,DLR011,WH002,990J0M39800,0,0,Not Needed,Normal
SOQ00000233,2025-12-29,DLR006,WH001,1120019108,0,0,Not Needed,Normal
SOQ00000234,2025-09-29,DLR017,WH003,34247412,20,25,Fulfilled,Normal
SOQ00000235,2025-10-06,DLR009,WH002,990J0M37935,0,0,Not Needed,Normal
SOQ00000236,2025-06-02,DLR018,WH003,99000M23724,0,0,Not Needed,Normal
SOQ00000237,2025-05-22,DLR006,WH001,99000M20169,200,197,Fulfilled,Normal
SOQ00000238,2025-11-22,DLR010,WH002,990J0M962061,0,0,Not Needed,Normal
SOQ00000239,2025-10-27,DLR024,WH004,990J0M71190,0,0,Not Needed,Normal
SOQ00000240,2025-08-30,DLR024,WH004,6A017227,5,6,Pending,Normal
SOQ00000241,2025-03-25,DLR019,WH003,990J0M91412,0,0,Not Needed,Normal
SOQ00000242,2025-08-19,DLR019,WH003,0929795,0,0,Not Needed,Normal
SOQ00000243,2025-07-19,DLR003,WH001,990J0M35280,0,0,Not Needed,Normal
SOQ00000244,2025-01-24,DLR016,WH003,95169321,0,0,Not Needed,Normal
SOQ00000245,2025-12-23,DLR024,WH004,990J0M98516,0,0,Not Needed,Normal
SOQ00000246,2025-07-29,DLR014,WH003,99000M79319,0,0,Not Needed,Normal
SOQ00000247,2025-01-17,DLR024,WH004,990J0M89822,0,0,Not Needed,Normal
SOQ00000248,2025-11-10,DLR007,WH001,99000M46550,0,0,Not Needed,Normal
SOQ00000249,2025-03-08,DLR027,WH005,99000M44074,0,0,Not Needed,Normal
SOQ00000250,2025-11-29,DLR029,WH005,99000M20169,0,0,Not Needed,Normal
SOQ00000251,2025-06-13,DLR007,WH001,990J0M45246,0,0,Not Needed,Normal
SOQ00000252,2025-06-09,DLR011,WH002,3832252,0,0,Not Needed,Normal
SOQ00000253,2025-11-26,DLR027,WH005,99180480,40,39,Fulfilled,Normal
SOQ00000254,2025-12-17,DLR011,WH002,95193194,0,0,Not Needed,Normal
SOQ00000255,2025-04-12,DLR025,WH004,990J0M21969,0,0,Not Needed,Normal
SOQ00000256,2025-10-20,DLR030,WH001,16511007,40,38,Fulfilled,Normal
SOQ00000257,2025-08-19,DLR026,WH004,99000M49090,0,0,Not Needed,Normal
SOQ00000258,2025-02-21,DLR028,WH005,990J0M943804,40,42,Fulfilled,Normal
SOQ00000259,2025-07-01,DLR024,WH004,6A087576,0,0,Not Needed,Normal
SOQ00000260,2025-06-16,DLR007,WH001,990J0M37935,0,0,Not Needed,Normal
SOQ00000261,2025-06-22,DLR014,WH003,3837777,80,81,Pending,Normal
SOQ00000262,2025-07-13,DLR017,WH003,99000M68395,200,204,Fulfilled,Normal
SOQ00000263,2025-10-29,DLR004,WH001,95184318,20,17,Fulfilled,Normal
SOQ00000264,2025-01-21,DLR015,WH003,990J0M943804,0,0,Not Needed,Normal
SOQ00000265,2025-06-04,DLR009,WH002,4869195,0,0,Not Needed,Normal
SOQ00000266,2025-02-01,DLR010,WH002,3832619,80,81,Fulfilled,Normal
SOQ00000267,2025-01-17,DLR021,WH004,990J0M12676,0,0,Not Needed,Normal
SOQ00000268,2025-10-13,DLR018,WH003,3862077,0,0,Not Needed,Normal
SOQ00000269,2025-08-24,DLR030,WH001,6A029201,0,0,Not Needed,Normal
SOQ00000270,2025-09-16,DLR008,WH001,99000M99845,0,0,Not Needed,Normal
SOQ00000271,2025-07-06,DLR027,WH005,34255004,20,24,Fulfilled,Normal
SOQ00000272,2025-06-03,DLR013,WH002,4866240,0,0,Not Needed,Normal
SOQ00000273,2025-07-21,DLR020,WH003,4862792,0,0,Not Needed,Normal
SOQ00000274,2025-04-22,DLR004,WH001,34255004,20,21,Fulfilled,Normal
SOQ00000275,2025-07-16,DLR021,WH004,6A041890,0,0,Not Needed,Normal
SOQ00000276,2025-08-19,DLR001,WH001,137808754,0,0,Not Needed,Normal
SOQ00000277,2025-08-24,DLR029,WH005,990J0M45455,0,0,Not Needed,Normal
SOQ00000278,2025-01-31,DLR009,WH002,990J0M62866,200,202,Fulfilled,Normal
SOQ00000279,2025-05-22,DLR007,WH001,990J0M57809,0,0,Not Needed,Normal
SOQ00000280,2025-05-06,DLR015,WH003,95153585,20,19,Fulfilled,Normal
SOQ00000281,2025-10-21,DLR002,WH001,3E083297,5,2,Fulfilled,Normal
SOQ00000282,2025-11-04,DLR006,WH001,99000M47936,0,0,Not Needed,Normal
SOQ00000283,2025-07-19,DLR016,WH003,99000M02567,0,0,Not Needed,Normal
SOQ00000284,2025-12-19,DLR017,WH003,99000M48146,200,203,Fulfilled,Medium
SOQ00000285,2025-07-22,DLR022,WH004,6A076024,0,0,Not Needed,Normal
SOQ00000286,2025-04-07,DLR011,WH002,95123629,20,17,Fulfilled,Normal
SOQ00000287,2025-02-10,DLR001,WH001,990J0M23103,0,0,Not Needed,Normal
SOQ00000288,2025-11-18,DLR024,WH004,990J0M46437,200,200,Fulfilled,Normal
SOQ00000289,2025-06-04,DLR017,WH003,1120079967,5,7,Pending,Normal
SOQ00000290,2025-10-13,DLR030,WH001,990J0M95269,0,0,Not Needed,Normal
SOQ00000291,2025-09-07,DLR004,WH001,95142981,20,21,Fulfilled,Normal
SOQ00000292,2025-03-08,DLR024,WH004,6A075429,0,0,Not Needed,Normal
SOQ00000293,2025-04-25,DLR005,WH001,990J0M65520,0,0,Not Needed,Normal
SOQ00000294,2025-06-19,DLR008,WH001,990J0M53016,0,0,Not Needed,Normal
SOQ00000295,2025-09-06,DLR004,WH001,99000M80652,0,0,Not Needed,Normal
SOQ00000296,2025-11-20,DLR030,WH001,42190818,0,0,Not Needed,Normal
SOQ00000297,2025-05-04,DLR001,WH001,99000M78869,0,0,Not Needed,Normal
SOQ00000298,2025-03-13,DLR020,WH003,99000M86682,0,0,Not Needed,Normal
SOQ00000299,2025-07-19,DLR008,WH001,990J0M95991,200,203,Fulfilled,Normal
SOQ00000300,2025-05-16,DLR021,WH004,95153585,20,25,Fulfilled,Normal
SOQ00000301,2025-12-20,DLR022,WH004,1120019108,5,8,Fulfilled,Medium
SOQ00000302,2025-09-02,DLR006,WH001,990J0M46437,0,0,Not Needed,Normal
SOQ00000303,2025-06-11,DLR003,WH001,99000M61486,0,0,Not Needed,Normal
SOQ00000304,2025-03-18,DLR005,WH001,165928952,0,0,Not Needed,Normal
SOQ00000305,2025-10-10,DLR018,WH003,6A029201,5,5,Fulfilled,Normal
SOQ00000306,2025-09-05,DLR005,WH001,1120019110,0,0,Not Needed,Normal
SOQ00000307,2025-11-18,DLR012,WH002,99000M79919,200,204,Fulfilled,Normal
SOQ00000308,2025-08-12,DLR026,WH004,17615776,0,0,Not Needed,Normal
SOQ00000309,2025-04-20,DLR016,WH003,95132042,20,24,Fulfilled,Normal
SOQ00000310,2025-10-10,DLR013,WH002,0929150,0,0,Not Needed,Normal
SOQ00000311,2025-10-14,DLR017,WH003,6A041890,5,7,Fulfilled,Normal
SOQ00000312,2025-07-14,DLR009,WH002,990J0M88411,40,45,Fulfilled,Normal
SOQ00000313,2025-05-20,DLR019,WH003,990J0M84906,200,205,Fulfilled,Normal
SOQ00000314,2025-01-07,DLR022,WH004,990J0M20368,0,0,Not Needed,Normal
SOQ00000315,2025-10-21,DLR019,WH003,17640027,0,0,Not Needed,Normal
SOQ00000316,2025-05-09,DLR013,WH002,990J0M68507,0,0,Not Needed,Normal
SOQ00000317,2025-03-31,DLR002,WH001,3838790,80,80,Fulfilled,Normal
SOQ00000318,2025-12-16,DLR030,WH001,990J0M48200,200,198,Fulfilled,Normal
